time,close,Kalman,Kalman Filter,Kalman Filter
2022-11-13,0.04504,13698.486084303591,13639.675333608475,10944.574515779892
2022-11-14,0.04739,13710.217382063114,13901.004264685651,10944.574515779892
2022-11-15,0.04911,13716.36724920538,13816.756087494841,10878.244023714231
2022-11-16,0.04809,13776.067168995101,14753.831338561013,11616.024526252533
2022-11-17,0.04849,13832.175212788585,14753.831338561013,NaN
2022-11-18,0.04827,NaN,NaN,NaN
2022-11-19,0.04871,NaN,NaN,NaN
2022-11-20,0.04611,NaN,NaN,NaN
2022-11-21,0.04504,NaN,NaN,NaN
2022-11-22,0.04652,NaN,NaN,NaN
2022-11-23,0.04839,NaN,NaN,NaN
2022-11-24,0.04952,NaN,NaN,NaN
2022-11-25,0.04902,NaN,NaN,NaN
2022-11-26,0.04932,NaN,NaN,NaN
2022-11-27,0.04909,NaN,NaN,NaN
2022-11-28,0.04844,NaN,NaN,NaN
2022-11-29,0.0494,NaN,NaN,NaN
2022-11-30,0.05064,NaN,NaN,NaN
2022-12-01,0.04918,NaN,NaN,NaN
2022-12-02,0.04884,NaN,NaN,NaN
2022-12-03,0.04757,NaN,NaN,NaN
2022-12-04,0.04808,NaN,NaN,NaN
2022-12-05,0.04862,NaN,NaN,NaN
2022-12-06,0.04817,NaN,NaN,NaN
2022-12-07,0.04709,NaN,NaN,NaN
2022-12-08,0.04788,NaN,NaN,NaN
2022-12-09,0.04801,NaN,NaN,NaN
2022-12-10,0.04833,NaN,NaN,NaN
2022-12-11,0.04789,NaN,NaN,NaN
2022-12-12,0.04737,NaN,NaN,NaN
2022-12-13,0.04778,NaN,NaN,NaN
2022-12-14,0.04671,NaN,NaN,NaN
2022-12-15,0.04582,NaN,NaN,NaN
2022-12-16,0.04209,NaN,NaN,NaN
2022-12-17,0.04304,NaN,NaN,NaN
2022-12-18,0.04384,NaN,NaN,NaN
2022-12-19,0.04086,NaN,NaN,NaN
2022-12-20,0.04279,NaN,NaN,NaN
2022-12-21,0.04274,NaN,NaN,NaN
2022-12-22,0.04343,NaN,NaN,NaN
2022-12-23,0.04354,NaN,NaN,NaN
2022-12-24,0.04382,NaN,NaN,NaN
2022-12-25,0.04351,NaN,NaN,NaN
2022-12-26,0.04394,NaN,NaN,NaN
2022-12-27,0.04229,NaN,NaN,NaN
2022-12-28,0.04065,NaN,NaN,NaN
2022-12-29,0.0393,NaN,NaN,NaN
2022-12-30,0.03752,NaN,NaN,NaN
2022-12-31,0.0365,NaN,NaN,NaN
2023-01-01,0.03805,NaN,NaN,NaN
2023-01-02,0.03891,NaN,NaN,NaN
2023-01-03,0.03808,NaN,NaN,NaN
2023-01-04,0.03848,NaN,NaN,NaN
2023-01-05,0.03831,NaN,NaN,NaN
2023-01-06,0.03916,NaN,NaN,NaN
2023-01-07,0.03965,NaN,NaN,NaN
2023-01-08,0.04183,NaN,NaN,NaN
2023-01-09,0.04444,NaN,NaN,NaN
2023-01-10,0.0446,NaN,NaN,NaN
2023-01-11,0.0458,NaN,NaN,NaN
2023-01-12,0.04766,NaN,NaN,NaN
2023-01-13,0.0506,NaN,NaN,NaN
2023-01-14,0.05316,NaN,NaN,NaN
2023-01-15,0.05236,NaN,NaN,NaN
2023-01-16,0.05371,NaN,NaN,NaN
2023-01-17,0.05438,NaN,NaN,NaN
2023-01-18,0.054,NaN,NaN,NaN
2023-01-19,0.06126,NaN,NaN,NaN
2023-01-20,0.07245,NaN,NaN,NaN
2023-01-21,0.07178,NaN,NaN,NaN
2023-01-22,0.06899,NaN,NaN,NaN
2023-01-23,0.06834,NaN,NaN,NaN
2023-01-24,0.06266,NaN,NaN,NaN
2023-01-25,0.06705,NaN,NaN,NaN
2023-01-26,0.06698,NaN,NaN,NaN
2023-01-27,0.0695,NaN,NaN,NaN
2023-01-28,0.06683,NaN,NaN,NaN
2023-01-29,0.06941,NaN,NaN,NaN
2023-01-30,0.06416,NaN,NaN,NaN
2023-01-31,0.06452,NaN,NaN,NaN
2023-02-01,0.06963,NaN,NaN,NaN
2023-02-02,0.06703,NaN,NaN,NaN
2023-02-03,0.0725,NaN,NaN,NaN
2023-02-04,0.07334,NaN,NaN,NaN
2023-02-05,0.06994,NaN,NaN,NaN
2023-02-06,0.06755,NaN,NaN,NaN
2023-02-07,0.07488,NaN,NaN,NaN
2023-02-08,0.07541,NaN,NaN,NaN
2023-02-09,0.07163,NaN,NaN,NaN
2023-02-10,0.07602,NaN,NaN,NaN
2023-02-11,0.09149,NaN,NaN,NaN
2023-02-12,0.08673,NaN,NaN,NaN
2023-02-13,0.08604,NaN,NaN,NaN
2023-02-14,0.08768,NaN,NaN,NaN
2023-02-15,0.09161,NaN,NaN,NaN
2023-02-16,0.08396,NaN,NaN,NaN
2023-02-17,0.08539,NaN,NaN,NaN
2023-02-18,0.08653,NaN,NaN,NaN
2023-02-19,0.08746,NaN,NaN,NaN
2023-02-20,0.08671,NaN,NaN,NaN
2023-02-21,0.08255,NaN,NaN,NaN
2023-02-22,0.08235,NaN,NaN,NaN
2023-02-23,0.0807,NaN,NaN,NaN
2023-02-24,0.07723,NaN,NaN,NaN
2023-02-25,0.07494,NaN,NaN,NaN
2023-02-26,0.07477,NaN,NaN,NaN
2023-02-27,0.07227,NaN,NaN,NaN
2023-02-28,0.06919,NaN,NaN,NaN
2023-03-01,0.07073,NaN,NaN,NaN
2023-03-02,0.06892,NaN,NaN,NaN
2023-03-03,0.06393,NaN,NaN,NaN
2023-03-04,0.06448,NaN,NaN,NaN
2023-03-05,0.06393,NaN,NaN,NaN
2023-03-06,0.06391,NaN,NaN,NaN
2023-03-07,0.06269,NaN,NaN,NaN
2023-03-08,0.06062,NaN,NaN,NaN
2023-03-09,0.05741,NaN,NaN,NaN
2023-03-10,0.05916,NaN,NaN,NaN
2023-03-11,0.05873,NaN,NaN,NaN
2023-03-12,0.06232,NaN,NaN,NaN
2023-03-13,0.06475,NaN,NaN,NaN
2023-03-14,0.06604,NaN,NaN,NaN
2023-03-15,0.06018,NaN,NaN,NaN
2023-03-16,0.06103,NaN,NaN,NaN
2023-03-17,0.06549,NaN,NaN,NaN
2023-03-18,0.0626,NaN,NaN,NaN
2023-03-19,0.06512,NaN,NaN,NaN
2023-03-20,0.06185,NaN,NaN,NaN
2023-03-21,0.06419,NaN,NaN,NaN
2023-03-22,0.06054,NaN,NaN,NaN
2023-03-23,0.06254,NaN,NaN,NaN
2023-03-24,0.06,NaN,NaN,NaN
2023-03-25,0.06016,NaN,NaN,NaN
2023-03-26,0.06205,NaN,NaN,NaN
2023-03-27,0.05931,NaN,NaN,NaN
2023-03-28,0.05958,NaN,NaN,NaN
2023-03-29,0.06864,NaN,NaN,NaN
2023-03-30,0.065,NaN,NaN,NaN
2023-03-31,0.07302,NaN,NaN,NaN
2023-04-01,0.07065,NaN,NaN,NaN
2023-04-02,0.07314,NaN,NaN,NaN
2023-04-03,0.06811,NaN,NaN,NaN
2023-04-04,0.06747,NaN,NaN,NaN
2023-04-05,0.06694,NaN,NaN,NaN
2023-04-06,0.06562,NaN,NaN,NaN
2023-04-07,0.06503,NaN,NaN,NaN
2023-04-08,0.0648,NaN,NaN,NaN
2023-04-09,0.06457,NaN,NaN,NaN
2023-04-10,0.06625,NaN,NaN,NaN
2023-04-11,0.06534,NaN,NaN,NaN
2023-04-12,0.06411,NaN,NaN,NaN
2023-04-13,0.06673,NaN,NaN,NaN
2023-04-14,0.06743,NaN,NaN,NaN
2023-04-15,0.06815,NaN,NaN,NaN
2023-04-16,0.06922,NaN,NaN,NaN
2023-04-17,0.06651,NaN,NaN,NaN
2023-04-18,0.06803,NaN,NaN,NaN
2023-04-19,0.06242,NaN,NaN,NaN
2023-04-20,0.06186,NaN,NaN,NaN
2023-04-21,0.05964,NaN,NaN,NaN
2023-04-22,0.06114,NaN,NaN,NaN
2023-04-23,0.06024,NaN,NaN,NaN
2023-04-24,0.05993,NaN,NaN,NaN
2023-04-25,0.06088,NaN,NaN,NaN
2023-04-26,0.06046,NaN,NaN,NaN
2023-04-27,0.06122,NaN,NaN,NaN
2023-04-28,0.06069,NaN,NaN,NaN
2023-04-29,0.06074,NaN,NaN,NaN
2023-04-30,0.06351,NaN,NaN,NaN
2023-05-01,0.05928,NaN,NaN,NaN
2023-05-02,0.05886,NaN,NaN,NaN
2023-05-03,0.05862,NaN,NaN,NaN
2023-05-04,0.05751,NaN,NaN,NaN
2023-05-05,0.05844,NaN,NaN,NaN
2023-05-06,0.05706,NaN,NaN,NaN
2023-05-07,0.05663,NaN,NaN,NaN
2023-05-08,0.05452,NaN,NaN,NaN
2023-05-09,0.0541,NaN,NaN,NaN
2023-05-10,0.05428,NaN,NaN,NaN
2023-05-11,0.05139,NaN,NaN,NaN
2023-05-12,0.05235,NaN,NaN,NaN
2023-05-13,0.05146,NaN,NaN,NaN
2023-05-14,0.05184,NaN,NaN,NaN
2023-05-15,0.05235,NaN,NaN,NaN
2023-05-16,0.05241,NaN,NaN,NaN
2023-05-17,0.05334,NaN,NaN,NaN
2023-05-18,0.05237,NaN,NaN,NaN
2023-05-19,0.05291,NaN,NaN,NaN
2023-05-20,0.05301,NaN,NaN,NaN
2023-05-21,0.0523,NaN,NaN,NaN
2023-05-22,0.05203,NaN,NaN,NaN
2023-05-23,0.0523,NaN,NaN,NaN
2023-05-24,0.05091,NaN,NaN,NaN
2023-05-25,0.05063,NaN,NaN,NaN
2023-05-26,0.0521,NaN,NaN,NaN
2023-05-27,0.05212,NaN,NaN,NaN
2023-05-28,0.05339,NaN,NaN,NaN
2023-05-29,0.05283,NaN,NaN,NaN
2023-05-30,0.05279,NaN,NaN,NaN
2023-05-31,0.05131,NaN,NaN,NaN
2023-06-01,0.05024,NaN,NaN,NaN
2023-06-02,0.05085,NaN,NaN,NaN
2023-06-03,0.05023,NaN,NaN,NaN
2023-06-04,0.05015,NaN,NaN,NaN
2023-06-05,0.04879,NaN,NaN,NaN
2023-06-06,0.04957,NaN,NaN,NaN
2023-06-07,0.04829,NaN,NaN,NaN
2023-06-08,0.04868,NaN,NaN,NaN
2023-06-09,0.04846,NaN,NaN,NaN
2023-06-10,0.04546,NaN,NaN,NaN
2023-06-11,0.04436,NaN,NaN,NaN
2023-06-12,0.04526,NaN,NaN,NaN
2023-06-13,0.04684,NaN,NaN,NaN
2023-06-14,0.04537,NaN,NaN,NaN
2023-06-15,0.04279,NaN,NaN,NaN
2023-06-16,0.0445,NaN,NaN,NaN
2023-06-17,0.04578,NaN,NaN,NaN
2023-06-18,0.04535,NaN,NaN,NaN
2023-06-19,0.04507,NaN,NaN,NaN
2023-06-20,0.04901,NaN,NaN,NaN
2023-06-21,0.05047,NaN,NaN,NaN
2023-06-22,0.0502,NaN,NaN,NaN
2023-06-23,0.052,NaN,NaN,NaN
2023-06-24,0.05123,NaN,NaN,NaN
2023-06-25,0.05198,NaN,NaN,NaN
2023-06-26,0.04972,NaN,NaN,NaN
2023-06-27,0.05061,NaN,NaN,NaN
2023-06-28,0.04768,NaN,NaN,NaN
2023-06-29,0.04829,NaN,NaN,NaN
2023-06-30,0.05071,NaN,NaN,NaN
2023-07-01,0.05076,NaN,NaN,NaN
2023-07-02,0.05007,NaN,NaN,NaN
2023-07-03,0.05022,NaN,NaN,NaN
2023-07-04,0.04852,NaN,NaN,NaN
2023-07-05,0.04723,NaN,NaN,NaN
2023-07-06,0.04612,NaN,NaN,NaN
2023-07-07,0.04714,NaN,NaN,NaN
2023-07-08,0.04707,NaN,NaN,NaN
2023-07-09,0.04703,NaN,NaN,NaN
2023-07-10,0.04755,NaN,NaN,NaN
2023-07-11,0.04831,NaN,NaN,NaN
2023-07-12,0.04827,NaN,NaN,NaN
2023-07-13,0.05252,NaN,NaN,NaN
2023-07-14,0.05119,NaN,NaN,NaN
2023-07-15,0.05221,NaN,NaN,NaN
2023-07-16,0.05072,NaN,NaN,NaN
2023-07-17,0.05196,NaN,NaN,NaN
2023-07-18,0.05289,NaN,NaN,NaN
2023-07-19,0.0561,NaN,NaN,NaN
2023-07-20,0.05719,NaN,NaN,NaN
2023-07-21,0.0554,NaN,NaN,NaN
2023-07-22,0.05367,NaN,NaN,NaN
2023-07-23,0.05351,NaN,NaN,NaN
2023-07-24,0.052,NaN,NaN,NaN
2023-07-25,0.05232,NaN,NaN,NaN
2023-07-26,0.0524,NaN,NaN,NaN
2023-07-27,0.05189,NaN,NaN,NaN
2023-07-28,0.05268,NaN,NaN,NaN
2023-07-29,0.05392,NaN,NaN,NaN
2023-07-30,0.05301,NaN,NaN,NaN
2023-07-31,0.05221,NaN,NaN,NaN
2023-08-01,0.05182,NaN,NaN,NaN
2023-08-02,0.05259,NaN,NaN,NaN
2023-08-03,0.05348,NaN,NaN,NaN
2023-08-04,0.0532,NaN,NaN,NaN
2023-08-05,0.05252,NaN,NaN,NaN
2023-08-06,0.05767,NaN,NaN,NaN
2023-08-07,0.05649,NaN,NaN,NaN
2023-08-08,0.0622,NaN,NaN,NaN
2023-08-09,0.05974,NaN,NaN,NaN
2023-08-10,0.05759,NaN,NaN,NaN
2023-08-11,0.05663,NaN,NaN,NaN
2023-08-12,0.05638,NaN,NaN,NaN
2023-08-13,0.05694,NaN,NaN,NaN
2023-08-14,0.06527,NaN,NaN,NaN
2023-08-15,0.06762,NaN,NaN,NaN
2023-08-16,0.06254,NaN,NaN,NaN
2023-08-17,0.0576,NaN,NaN,NaN
2023-08-18,0.05923,NaN,NaN,NaN
2023-08-19,0.06528,NaN,NaN,NaN
2023-08-20,0.06134,NaN,NaN,NaN
2023-08-21,0.06122,NaN,NaN,NaN
2023-08-22,0.05889,NaN,NaN,NaN
2023-08-23,0.0618,NaN,NaN,NaN
2023-08-24,0.05927,NaN,NaN,NaN
2023-08-25,0.05887,NaN,NaN,NaN
2023-08-26,0.05791,NaN,NaN,NaN
2023-08-27,0.05827,NaN,NaN,NaN
2023-08-28,0.05617,NaN,NaN,NaN
2023-08-29,0.05628,NaN,NaN,NaN
2023-08-30,0.05365,NaN,NaN,NaN
2023-08-31,0.05243,NaN,NaN,NaN
2023-09-01,0.04992,NaN,NaN,NaN
2023-09-02,0.04978,NaN,NaN,NaN
2023-09-03,0.04862,NaN,NaN,NaN
2023-09-04,0.04846,NaN,NaN,NaN
2023-09-05,0.04937,NaN,NaN,NaN
2023-09-06,0.04923,NaN,NaN,NaN
2023-09-07,0.05001,NaN,NaN,NaN
2023-09-08,0.04994,NaN,NaN,NaN
2023-09-09,0.0491,NaN,NaN,NaN
2023-09-10,0.04787,NaN,NaN,NaN
2023-09-11,0.0465,NaN,NaN,NaN
2023-09-12,0.04697,NaN,NaN,NaN
2023-09-13,0.04964,NaN,NaN,NaN
2023-09-14,0.05171,NaN,NaN,NaN
2023-09-15,0.05203,NaN,NaN,NaN
2023-09-16,0.05171,NaN,NaN,NaN
2023-09-17,0.04961,NaN,NaN,NaN
2023-09-18,0.05013,NaN,NaN,NaN
2023-09-19,0.05105,NaN,NaN,NaN
2023-09-20,0.05062,NaN,NaN,NaN
2023-09-21,0.05042,NaN,NaN,NaN
2023-09-22,0.0505,NaN,NaN,NaN
2023-09-23,0.05215,NaN,NaN,NaN
2023-09-24,0.04988,NaN,NaN,NaN
2023-09-25,0.05048,NaN,NaN,NaN
2023-09-26,0.04938,NaN,NaN,NaN
2023-09-27,0.04944,NaN,NaN,NaN
2023-09-28,0.04993,NaN,NaN,NaN
2023-09-29,0.04954,NaN,NaN,NaN
2023-09-30,0.04979,NaN,NaN,NaN
2023-10-01,0.05078,NaN,NaN,NaN
2023-10-02,0.04996,NaN,NaN,NaN
2023-10-03,0.04941,NaN,NaN,NaN
2023-10-04,0.04881,NaN,NaN,NaN
2023-10-05,0.04808,NaN,NaN,NaN
2023-10-06,0.04851,NaN,NaN,NaN
2023-10-07,0.04827,NaN,NaN,NaN
2023-10-08,0.04809,NaN,NaN,NaN
2023-10-09,0.04654,NaN,NaN,NaN
2023-10-10,0.04694,NaN,NaN,NaN
2023-10-11,0.04665,NaN,NaN,NaN
2023-10-12,0.04562,NaN,NaN,NaN
2023-10-13,0.04669,NaN,NaN,NaN
2023-10-14,0.04682,NaN,NaN,NaN
2023-10-15,0.04678,NaN,NaN,NaN
2023-10-16,0.04745,NaN,NaN,NaN
2023-10-17,0.04671,NaN,NaN,NaN
2023-10-18,0.04743,NaN,NaN,NaN
2023-10-19,0.04581,NaN,NaN,NaN
2023-10-20,0.04746,NaN,NaN,NaN
2023-10-21,0.04906,NaN,NaN,NaN
2023-10-22,0.04993,NaN,NaN,NaN
2023-10-23,0.05196,NaN,NaN,NaN
2023-10-24,0.05145,NaN,NaN,NaN
2023-10-25,0.05224,NaN,NaN,NaN
2023-10-26,0.05307,NaN,NaN,NaN
2023-10-27,0.051,NaN,NaN,NaN
2023-10-28,0.05192,NaN,NaN,NaN
2023-10-29,0.05254,NaN,NaN,NaN
2023-10-30,0.05368,NaN,NaN,NaN
2023-10-31,0.05253,NaN,NaN,NaN
2023-11-01,0.05376,NaN,NaN,NaN
2023-11-02,0.05555,NaN,NaN,NaN
2023-11-03,0.05475,NaN,NaN,NaN
2023-11-04,0.05569,NaN,NaN,NaN
2023-11-05,0.05604,NaN,NaN,NaN
2023-11-06,0.05865,NaN,NaN,NaN
2023-11-07,0.05751,NaN,NaN,NaN
2023-11-08,0.06057,NaN,NaN,NaN
2023-11-09,0.05974,NaN,NaN,NaN
2023-11-10,0.06304,NaN,NaN,NaN
2023-11-11,0.06198,NaN,NaN,NaN
2023-11-12,0.06223,NaN,NaN,NaN
2023-11-13,0.05903,NaN,NaN,NaN
2023-11-14,0.05865,NaN,NaN,NaN
2023-11-15,0.06179,NaN,NaN,NaN
2023-11-16,0.06095,NaN,NaN,NaN
2023-11-17,0.06391,NaN,NaN,NaN
2023-11-18,0.06175,NaN,NaN,NaN
2023-11-19,0.06293,NaN,NaN,NaN
2023-11-20,0.06622,NaN,NaN,NaN
2023-11-21,0.05844,NaN,NaN,NaN
2023-11-22,0.06253,NaN,NaN,NaN
2023-11-23,0.06161,NaN,NaN,NaN
2023-11-24,0.06243,NaN,NaN,NaN
2023-11-25,0.06361,NaN,NaN,NaN
2023-11-26,0.063,NaN,NaN,NaN
2023-11-27,0.06158,NaN,NaN,NaN
2023-11-28,0.06125,NaN,NaN,NaN
2023-11-29,0.06017,NaN,NaN,NaN
2023-11-30,0.06031,NaN,NaN,NaN
2023-12-01,0.06093,NaN,NaN,NaN
2023-12-02,0.06257,NaN,NaN,NaN
2023-12-03,0.06236,NaN,NaN,NaN
2023-12-04,0.0639,NaN,NaN,NaN
2023-12-05,0.06618,NaN,NaN,NaN
2023-12-06,0.06887,NaN,NaN,NaN
2023-12-07,0.06935,NaN,NaN,NaN
2023-12-08,0.07419,NaN,NaN,NaN
2023-12-09,0.07459,NaN,NaN,NaN
2023-12-10,0.07517,NaN,NaN,NaN
2023-12-11,0.07097,NaN,NaN,NaN
2023-12-12,0.07561,NaN,NaN,NaN
2023-12-13,0.07691,NaN,NaN,NaN
2023-12-14,0.0835,NaN,NaN,NaN
2023-12-15,0.08016,NaN,NaN,NaN
2023-12-16,0.07999,NaN,NaN,NaN
2023-12-17,0.07864,NaN,NaN,NaN
2023-12-18,0.07969,NaN,NaN,NaN
2023-12-19,0.08151,NaN,NaN,NaN
2023-12-20,0.08699,NaN,NaN,NaN
2023-12-21,0.09132,NaN,NaN,NaN
2023-12-22,0.09083,NaN,NaN,NaN
2023-12-23,0.09119,NaN,NaN,NaN
2023-12-24,0.09034,NaN,NaN,NaN
2023-12-25,0.09237,NaN,NaN,NaN
2023-12-26,0.09005,NaN,NaN,NaN
2023-12-27,0.09245,NaN,NaN,NaN
2023-12-28,0.08955,NaN,NaN,NaN
2023-12-29,0.08919,NaN,NaN,NaN
2023-12-30,0.08698,NaN,NaN,NaN
2023-12-31,0.08596,NaN,NaN,NaN
2024-01-01,0.09157,NaN,NaN,NaN
2024-01-02,0.09706,NaN,NaN,NaN
2024-01-03,0.08848,NaN,NaN,NaN
2024-01-04,0.08802,NaN,NaN,NaN
2024-01-05,0.08489,NaN,NaN,NaN
2024-01-06,0.07966,NaN,NaN,NaN
2024-01-07,0.07529,NaN,NaN,NaN
2024-01-08,0.08184,NaN,NaN,NaN
2024-01-09,0.07761,NaN,NaN,NaN
2024-01-10,0.08367,NaN,NaN,NaN
2024-01-11,0.08433,NaN,NaN,NaN
2024-01-12,0.08003,NaN,NaN,NaN
2024-01-13,0.08113,NaN,NaN,NaN
2024-01-14,0.07711,NaN,NaN,NaN
2024-01-15,0.07776,NaN,NaN,NaN
2024-01-16,0.08052,NaN,NaN,NaN
2024-01-17,0.07894,NaN,NaN,NaN
2024-01-18,0.07525,NaN,NaN,NaN
2024-01-19,0.07548,NaN,NaN,NaN
2024-01-20,0.07632,NaN,NaN,NaN
2024-01-21,0.07543,NaN,NaN,NaN
2024-01-22,0.07129,NaN,NaN,NaN
2024-01-23,0.07061,NaN,NaN,NaN
2024-01-24,0.07231,NaN,NaN,NaN
2024-01-25,0.07131,NaN,NaN,NaN
2024-01-26,0.07443,NaN,NaN,NaN
2024-01-27,0.07439,NaN,NaN,NaN
2024-01-28,0.0734,NaN,NaN,NaN
2024-01-29,0.07447,NaN,NaN,NaN
2024-01-30,0.07291,NaN,NaN,NaN
2024-01-31,0.06943,NaN,NaN,NaN
2024-02-01,0.07107,NaN,NaN,NaN
2024-02-02,0.06923,NaN,NaN,NaN
2024-02-03,0.06934,NaN,NaN,NaN
2024-02-04,0.06844,NaN,NaN,NaN
2024-02-05,0.06948,NaN,NaN,NaN
2024-02-06,0.07523,NaN,NaN,NaN
2024-02-07,0.07616,NaN,NaN,NaN
2024-02-08,0.07604,NaN,NaN,NaN
2024-02-09,0.07955,NaN,NaN,NaN
2024-02-10,0.07892,NaN,NaN,NaN
2024-02-11,0.07834,NaN,NaN,NaN
2024-02-12,0.07966,NaN,NaN,NaN
2024-02-13,0.08138,NaN,NaN,NaN
2024-02-14,0.0827,NaN,NaN,NaN
2024-02-15,0.08294,NaN,NaN,NaN
2024-02-16,0.08558,NaN,NaN,NaN
2024-02-17,0.08354,NaN,NaN,NaN
2024-02-18,0.08981,NaN,NaN,NaN
2024-02-19,0.112,NaN,NaN,NaN
2024-02-20,0.10724,NaN,NaN,NaN
2024-02-21,0.10488,NaN,NaN,NaN
2024-02-22,0.11618,NaN,NaN,NaN
2024-02-23,0.10941,NaN,NaN,NaN
2024-02-24,0.11012,NaN,NaN,NaN
2024-02-25,0.10921,NaN,NaN,NaN
2024-02-26,0.11167,NaN,NaN,NaN
2024-02-27,0.10823,NaN,NaN,NaN
2024-02-28,0.11352,NaN,NaN,NaN
2024-02-29,0.11456,NaN,NaN,NaN
2024-03-01,0.11685,NaN,NaN,NaN
2024-03-02,0.1155,NaN,NaN,NaN
2024-03-03,0.11304,NaN,NaN,NaN
2024-03-04,0.11737,NaN,NaN,NaN
2024-03-05,0.11173,NaN,NaN,NaN
2024-03-06,0.12598,NaN,NaN,NaN
2024-03-07,0.134,NaN,NaN,NaN
2024-03-08,0.13066,NaN,NaN,NaN
2024-03-09,0.13087,NaN,NaN,NaN
2024-03-10,0.12592,NaN,NaN,NaN
2024-03-11,0.13266,NaN,NaN,NaN
2024-03-12,0.1332,NaN,NaN,NaN
2024-03-13,0.13274,NaN,NaN,NaN
2024-03-14,0.12711,NaN,NaN,NaN
2024-03-15,0.12055,NaN,NaN,NaN
2024-03-16,0.11084,NaN,NaN,NaN
2024-03-17,0.11629,NaN,NaN,NaN
2024-03-18,0.11183,NaN,NaN,NaN
2024-03-19,0.10128,NaN,NaN,NaN
2024-03-20,0.11141,NaN,NaN,NaN
2024-03-21,0.10997,NaN,NaN,NaN
2024-03-22,0.10664,NaN,NaN,NaN
2024-03-23,0.10651,NaN,NaN,NaN
2024-03-24,0.11004,NaN,NaN,NaN
2024-03-25,0.11725,NaN,NaN,NaN
2024-03-26,0.12033,NaN,NaN,NaN
2024-03-27,0.1137,NaN,NaN,NaN
2024-03-28,0.11612,NaN,NaN,NaN
2024-03-29,0.116,NaN,NaN,NaN
2024-03-30,0.11346,NaN,NaN,NaN
2024-03-31,0.11576,NaN,NaN,NaN
2024-04-01,0.1099,NaN,NaN,NaN
2024-04-02,0.10358,NaN,NaN,NaN
2024-04-03,0.10254,NaN,NaN,NaN
2024-04-04,0.10522,NaN,NaN,NaN
2024-04-05,0.10471,NaN,NaN,NaN
2024-04-06,0.10597,NaN,NaN,NaN
2024-04-07,0.10581,NaN,NaN,NaN
2024-04-08,0.10947,NaN,NaN,NaN
2024-04-09,0.10341,NaN,NaN,NaN
2024-04-10,0.10234,NaN,NaN,NaN
2024-04-11,0.0999,NaN,NaN,NaN
2024-04-12,0.08805,NaN,NaN,NaN
2024-04-13,0.07905,NaN,NaN,NaN
2024-04-14,0.08364,NaN,NaN,NaN
2024-04-15,0.07959,NaN,NaN,NaN
2024-04-16,0.07993,NaN,NaN,NaN
2024-04-17,0.07816,NaN,NaN,NaN
2024-04-18,0.08231,NaN,NaN,NaN
2024-04-19,0.08033,NaN,NaN,NaN
2024-04-20,0.0869,NaN,NaN,NaN
2024-04-21,0.08876,NaN,NaN,NaN
2024-04-22,0.09043,NaN,NaN,NaN
2024-04-23,0.15703,NaN,NaN,NaN
2024-04-24,0.12472,NaN,NaN,NaN
2024-04-25,0.11955,NaN,NaN,NaN
2024-04-26,0.11108,NaN,NaN,NaN
2024-04-27,0.10642,NaN,NaN,NaN
2024-04-28,0.10347,NaN,NaN,NaN
